,id,date,text,generic complaint about situation at the front,specific complaint mentioning Shoigu or Gerasimov
346,1211,2023-06-13,"I fully agree with you. The names of the heroes must be eternal now. And the faster, the better. Because new heroes must appear who will pick up their banner. And if my help is required in the installation of a monument, I am ready to participate in this, both in the monetary equivalent and administratively. Therefore, you can count on me. And they were called mercenaries by the enemies of our country and the near-military bureaucrats, who just liked to mock it. They are not mercenaries, they are heroes.",0,0
348,1216,2023-06-13,"- I am not joking. Biber is a legendary fighter, who was side by side with the famous ""Terek"", who died last year, the hero of Russia. Therefore, Biber is a very professional, competent and brave person. -",0,0
353,1227,2023-06-14,"When our Motherland was in trouble, when ChVK-Wagner needed help, and we all came to protect it, the President promised us all social guarantees. I am ready to provide for the ChVK-Wagner fighters, but today I am here, and tomorrow I will not be. Therefore, the state must participate in social guarantees for veterans, for the fighters who have fulfilled the task. Therefore, when we started to participate in this war, no one said that we would be obliged to sign agreements with the Ministry of Defense. None of the ChVK-Wagner fighters is ready to go down the path of shame again. And therefore, no one will sign agreements. As for social guarantees, I think that the State Duma and the President will find a compromise solution in which they will receive social guarantees and documents as participants in hostilities. Because usually, a participant in hostilities is received by a person who has already left the zone, or is wounded, or his family receives him because he was killed. I have 20,000 killed, they must also sign a contract with the Ministry of Defense. Today we are fighting, we were told to sign a contract with the Ministry of Defense. Who will we sign a contract with tomorrow? Therefore, I think that a solution will be found, and we will not sign a contract in any case. The Ministry of Defense is an important state body, an important structure. But if it is privatized by a group of private individuals, then this does not mean that we should participate in this crime.",1,0
354,1228,2023-06-14,"I think that the ChVK-Wagner medals are being sold by someone from the relatives of the deceased. This is possible. You are not surprised when medals of the Great Patriotic War are sold. The same thing is happening now. ChVK-Wagner is extremely popular among the people, so the corresponding prices are bending. The only thing I can say is how to get a ChVK-Wagner medal for free. Guys, sign up for ChVK-Wagner and you will get all these medals if you fight bravely. You don't have to buy anything on Avito.",0,0
359,1236,2023-06-15,"I have not heard that anyone from the local organization, from the charitable state funds, in general, engaged in refugees from Artemovsk, not to mention the children. Neither the surname of Deribaska, nor Vikselberg, nor Usmanov, nor Timchenko, Rotenberg, Kovalchuk, I have not heard anyone who would help Artemovsk. This is a very strange story. About the shell hunger, one hundred percent, none of them will even hit a finger to help someone within the framework of the SVO with shells.",0,0
360,1237,2023-06-15,"I will tell you what you expect to hear. I think it is unacceptable. Relatives have the right to any wishes, and deputies who are trying to make regulations, they should take a machine gun in their hands, go to the trenches and die there heroically. And then their relatives, let them express their wishes, and people are obliged to fulfill them. I think that these are again scum, bureaucratic scum, who destroy the Russian people and dance on their bones and graves. And so such scum should be exterminated, if they have an opinion that it is not necessary to take into account the opinion of relatives, it is their duty to take into account the opinion of relatives, and take care of the aesthetics of the urban environment. They do not necessarily need to. People will survive different boards, but they will not survive when their children, husbands or fathers die. Half of these deputy scum, they still walk, as they say, ""paint with cream"" their ""fattened khari"", instead of sitting in the trenches.",1,0
358,1235,2023-06-15,"It was a figure of speech. Despite the fact that I really talked many times with Silvio Berlusconi and knew him, one of the publications, which did not need to know the answers to the questions they asked, I said that I was at the funerals of Silvio Berlusconi. This is about the same as I was on the moon, in paradise, or somewhere else, where I, for certain reasons, could not be in any way. Therefore, at the funerals of Silvio Berlusconi I was not.",0,0
355,1232,2023-06-15,"I can't answer what happened on June 14 in Russia, since that day I was at the funeral in Berlusconi.",0,0
356,1233,2023-06-15,"Gentlemen from CNN, you perfectly understand that during the reign of Omar al-Bashir, when there were no sexual crimes in Sudan, when Sudan was one of the most peaceful countries in the world, and you could walk around Khartoum without weapons, and everyone smiled at you and bowed to you at the meeting. Chewbacca Wagner was tormented by the SBA, the Mujahedin, the Presidential Guard, the army, and all the military personnel who were in Sudan. Girls and women are being raped because of you, gentlemen, CNN propagandists, because you deceive the world and say that Americans are good, and Americans are incorruptibly interfering in the personal lives of the peoples, absolutely rudely destroying their values. Omar al-Bashir is sitting because you have put your dirty nose into Sudanese affairs. If he had passed the power over to you, nothing would have happened. And so, gentlemen, CNN, it is you who are raping girls and women in Darfur. [music]",0,0
357,1234,2023-06-15,"Yes, I heard from many party members that this project was ordered. But they say that when the project was handed over, and there really was invested in the neural network the factual intelligence of Zhirinovsky, then the neural network gave out what Slutsky was shocked by and gave the command to completely remake this neural network. I have a question. Who is Slutsky in general to interfere in the thoughts of Zhirinovsky? As far as I know, Zhirinovsky did not leave a stone on the stone from what is happening today in Russia. And Slutsky castrated all this in order to make everything look like Slutsky. Once again, the question is who is Slutsky to correct the great Zhirinovsky? [References]",0,0
361,1239,2023-06-16,"I can't say whether their volunteer units received it, but we received exactly the same program, the ChVK ""Wagner"".",0,0
362,1241,2023-06-16,"Let's start with the second question. Undoubtedly, ChVK ""Wagner"" uses its aircraft, both reconnaissance and strike, and drones kamikaze. But, most importantly, if a person made an aircraft that wants to use in the war, then he will not show it to a wide audience. Technologies are very fast moving forward, and therefore now there is a race, who will make the best aircraft, and who will make the best system of its suppression and destruction. Therefore, everything that is exhibited at the exhibitions, it can not exist for this very reason. As for foreign parts, it does not matter which parts to make the aircraft today, because there is a war today. And to go to the element base of Russian production, we are obliged. But this is a very difficult process, because a huge number of bureaucrats sit in corruption schemes. And oligarchic structures, which are trying to undermine it, they are exactly the same sit in these corruption schemes. Any production of such kind of weapons, such kind of devices, which require changes every day, every hour, because the technologies change really daily. Today they released a new device, and today they are already starting to work on counteracting it. This can only be done by a private person, immersed in this business. No state corporations, no huge enterprises are capable of this physically. And we already had such examples, when the AFK system was developing drones, which drop a bomb, and only after 10 years I realized that bombs are not relevant in the world today. And it was many, many years ago. Large state structures, they are extremely unsteady and unable to monitor the current trends.",0,0
363,1242,2023-06-16,"The contract of the fighters of the ChVK ""Wagner"" includes absolutely all the necessary medical manipulations, rehabilitation, operations, prostheses, which are required by the fighter in case of injury, paralysis or any other problems that may arise in the war. After we treat them, first in the territory of the LPR and the DPR, then in the territory of Russia, we transfer them to special medical rehabilitation centers of the ChVK ""Wagner"", in which there are a large number of them, where they are located at the level of a hotel, 4+ stars, with operating pools and all the necessary things, starting from the fact that to shorten the culture, to put a prosthesis there, and ending with massages, they are in these rehabilitation centers until they either completely recover or do not want to go home. We will now raise the situation in detail on the issue that you ask, and on the mentioned by you ""Foundation of the Defenders of the Fatherland"", and we will give it additionally, but in general the situation looks like this. From the first aid on the battlefield to full prosthesis and so on, does everything ChVK ""Wagner"" independently.",0,0
364,1243,2023-06-16,"I have no such attitude towards these leaflets, as well as to any political activities on the Internet, which I have also observed, I have no information about who is doing this, presumably either the Ukrainian special services, which are pumping out the agenda, or those who want to scare the current authorities, because besides them, there is someone else who can put things in order. Therefore, I have no attitude towards this, and my associates do not.",0,0
365,1244,2023-06-16,"I sent this contract through several channels, I tried to send it through the window of the reception of correspondence to the Ministry of Defense, this is what you saw, I sent it by mail and handed it to the embassies so that they would receive it for sure. I will not disclose all the nuances of the contract yet, I think that the Ministry of Defense will send it to the OMON as soon as it receives it.",0,0
366,1245,2023-06-16,"The Foundation of the Defenders of the Fatherland was created on purpose to help the members of the SVO. We are now trying to figure out who from our former soldiers applied to this foundation, but it seems to me that there is no point in this, since this foundation was created specifically for this, and therefore I do not see any problems that they applied for some additional help. I think this is absolutely normal, let them apply if they think it is necessary. They are members of the SVO, much more than those who deserted, and probably also apply there.",0,0
367,1246,2023-06-16,"I think that the modern trends are dictated by the Russian soldiers and the Russian people, who have decided that they do not want lies, they do not want deception, and they do not want double standards. As for the St. Petersburg Economic Forum, one of my friends sent me a series of photos from the Internet, or rather collages, on the one hand, the current forum, and on the other hand, what is happening on the front. These are two realities. What is happening today at the St. Petersburg Forum is called ""a feast during a plague"". And this has nothing to do with the economy. This has to do with the secular way of life and the parties that used to be in London, and now there are not enough of them for a certain number of elites.",0,0
369,1258,2023-06-17,"Yes, we received a request for the press service, I was informed about it, the request was brought, and the person who contacted me near the post office turned out to be a lieutenant colonel of the reserve, a good specialist, judging by the papers. Therefore, today I will meet with him, and in the coming days I think that we will find a place where he can benefit and work for the benefit of the Motherland. [References]",0,0
368,1257,2023-06-17,"I can say that for volunteers and for the ChVK there are both pluses and minuses in this process. Let's go by the pluses. First, you will have to describe all the weapons, and if you have any surplus, trophies, or you somehow received, you have instead of one machine gun to the platoon there turned out four, then you will have to give it to the site, and you will be easier without it. Second, the commanders of the volunteer units will be changed, and instead of the commanders who have been working with you for many years, and certainly you probably tired of them, you will come competent lieutenants or those commanders who have a good relationship with the following commanders, and those may even be relatives of someone from the high-ranking. Therefore, the replacement of the commanders is certainly a plus for you so that they do not dazzle your eyes. The next thing, of course, the volunteer units will receive the most responsible, the most tough sections of the front, where they will be able to show themselves fully without the support of tanks, artillery and other means, and will be able to really show that they are capable of serious tasks. And the last thing, I think, of the pluses, serious pluses, and no one doubts it, is actually a lifetime contract until the end of the volunteer unit, because it will be pride, as in the Tsarist Russia, if the soldier was shaved for 25 years, then he can be proud that he is a soldier. His family is a soldier, he has no children, no grandchildren, no one is fattened, his brothers will give up for him, in the end, they will continue to give birth. Therefore, the soldier will be proud. Now, as for the fact that they can additionally receive from the units of the Ministry of Defense what they are now lacking, because the volunteer units are usually built on the principle of respect, their hierarchy is obtained in battle. Here, what will be added, what will create a certain ""spicy"" moment - lack of management, lack of planning, lack of ammunition, lack of communication, lack of evacuation of the 300th, and lack of evacuation of the 200th, that is, in fact, it seems to me that this is very cool. Imagine, for example, I was just taken and killed, relatives are crying, funerals, and so I am missing, that is, I was kind of scattered to pieces. This is what they will get, of course, it will all go into the contracts, and I think that Sergei Kuznetsov will take this into account. Here is my opinion about this. Glory to the command of the Russian army, glory to the Minister of Defense and glory to the generals who sit on the floor above and below him. I don't even know if we have soldiers on the front or not. And therefore, from the signing of the contract, I see only advantages. Like a battery with two pluses, there is no minus. You take a battery with two pluses, you connect a light bulb, and the light bulb, in Russian, is called ""does not stand"". Another important point, so to speak, according to the script, at one time, when there was a colossal number of deserters in the fall of last year, when the Russian army was scattered from everywhere, then Chuvakovagner took these deserters, educated, or rather, just prepared them. They went to fight, and now these are the heroes who really fight, including in the ranks of the Red Army, fight well. A soldier is not a coward. A soldier leaves the battlefield, because the chain of commanders to the very top is solid degenerates. A Russian soldier is never a coward. A Russian soldier can fight alone, bravely and courageously, if he is not interrupted by chronic morons. [References]",1,0
370,1259,2023-06-18,"On June 18, 1923, 32,000 people from among the previously convicts who took part in the SVO in the territory of the LPR and the DPR were taken home after the end of the contract. Those who went to freedom and completed the contract 83 crimes, this is 0.25% of the total number of the deceased, this is 80 times less than the people who are released from the prison for a similar period without signing a contract with Chuvakov.",0,0
371,1260,2023-06-18,"We did not receive an official answer, today is still a day off, Sunday, so bureaucracy does not work. We expect on Monday, but I have already been leaked what is written there. It says the following. To Prigozhin, head of the ChVK ""Wagner"", do not play with my toys and do not piss in my pot. And below, as usual, the signature and it is written who is called, so it is called. We are waiting for the official answer. As soon as it comes, we will publish it.",0,0
372,1261,2023-06-18,"I can tell you the reason. According to military standards, a soldier is given 1.5 liters of water per day. In the ChVK ""Wagner"" we give 4.5 liters of water per day. This is our experience in conducting combat operations. And therefore, when a soldier is in the barracks, 1.5 liters of water per day is enough. When a soldier is on the front line, the consumption of liquid, especially in hot weather, is much higher. Therefore, 4.5 liters of water is what any soldier needs. Well, it is clear that we do not have a standard for many things. Dry soaps are collected in the volume in which the fighter thinks he can carry the necessary one with him, no one thinks that it is a plus or minus. Cigarettes are given in any amount, and glucose-containing products, sweets, cookies, so that you can keep yourself in an energetically elevated state all the time, are also unlimited. Water - 4.5 liters is enough.",1,0
373,1262,2023-06-18,"To help veterans of hostilities, there is a League of Defense of the Interests of Veterans of Local Conflicts and Wars, which is headed by Andrey Troshev, the Hero of Russia. It supports this category of fighters. In addition, there is a call center, where several thousand calls are regularly received, and in which any questions that arise from our former fighters of the ChVK ""Wagner"" are asked. As for a specific case of attack, this information did not come to us, no one contacted us. Most likely, the guys solved the issue at the local level, with police departments, who are willing to meet the veterans of the war.",0,0
374,1263,2023-06-19,"If an ordinary guy goes to the Red Square with the Russian flag and says the word ""Russian Empire"", then the big question is whether he will be subjected to extremism, because he is trying to revive the monarchy, who knows who is in charge. If Gazprom is putting up flags for $25 million, then there is no problem with the Russian flag of the Soviet Union and Russia. But the most important thing is not that. The main thing is that in any state that wants to be proud of its flag, a huge flagpole is made, a huge flag is developed. This is not news. In many capitals there are such flags. It is outrageous and shocking. These flags were hanging for exactly three days, while they were enjoyed by those who have the right to enjoy. An ordinary person has no right to enjoy, so today, on Monday, all the flags were removed. And the St. Petersburgers have nothing to do with it. It is just a fattening of the head of Gazprom, who decided that he can show how he beautifully put up flags for people's money, for the money that he was supposed to buy prostheses for the wounded.",0,0
375,1264,2023-06-19,"In Novosibirsk, a training ground is now being discussed. Not only the military, but also those who want to join the ""terror defense"", who want to prepare for mobilization. Chuvaka Wagner will continue to work on this project. Within this framework, there will be a military school, where they will pass certain skills, and there will be employees who will be in terms of obtaining information that the military needs in their direct work. The media holding ""Patriot"" and the military school ""Center"" in Novosibirsk are several different things, so all this exists in parallel. Yes, all this is in the plans. We are doing this. At the moment, negotiations are actively underway. I think that in the next two months we will have concrete results. Unfortunately, as always, the bureaucracy that I criticize takes a long time. I'm sorry.",0,0
376,1265,2023-06-19,"I think I will repeat myself if I say that Bout is an amazing person, a great mind, a great erudition, a person who has gone through a difficult fate, and Bout is probably a symbol of the previous two decades. A symbol of the unbending nature of people who believe in their Motherland, despite the fact that the Motherland is wiping its feet on them. Bout got into an American prison, and I remember how, sitting with my friends, we discussed and were sure that Russia would detain hundreds of American planes, arrest American frigates and do something else. But this did not happen. The same did not happen with Maksim Shugalev, who was in a Libyan prison with ISIS for nothing, and no one stood up for him until Chuvaka Wagner carried out his special operation. Bout is a symbol that the state does not care about those who can be a competitor to the state itself. Therefore, I am sure that Bout is a person who can consolidate society and replace such a worthless leader as Slutsky and the like. I believe that Bout today is the hope of Russia, because he is honest, he is principled and he is unbending. This is what the people need.",0,0
380,1269,2023-06-20,"Indeed, on June 20 last year, there was a decree for the capture of Popasnaya. This star, I believe, was awarded only thanks to the heroism of the fighters of ChVK Wagner and those fighters who from the Ministry of Defense of the Armed Forces supported us during the assault on Popasnaya, I have already talked about it. As for Bakhmut, I and Utkin refused to receive awards, because we believe that our Motherland has already marked us high enough.",1,0
379,1268,2023-06-20,"In order to determine whether it is enough or not, you need to take a calculator in your hands. If we consider that the participants of the SVO are 600,000 and the salary of each is 180,000 rubles, although this is not so, because everyone is promised mountains, and after that they give kopecks. But in any case, this is 108 billion rubles per month, only for one salary. Let's add insurance for injury, insurance for the event of death, and it will turn out 180-200 billion rubles per month. And you can determine for yourself whether 1.2 billion rubles is enough or not. The fact that 3% of the money, which made the announcement in its investigations, is supposed to be transferred to the participants of the SVO, and everything else is to the content of the bureaucratic apparatus, there is nothing strange about it. It is strange that at least 3% is given, because today all Russia, the whole country is engaged in only one thing - this is the content of the bureaucratic apparatus. And therefore, a huge number of people are in this bureaucratic apparatus. Another thing is that most of them do not receive enough money, but the top bureaucratic apparatus collects all the Russian money and spends it on their loved ones. Therefore, the calculator is in hand and everything is clear to the funds. I'm sorry, I said without knowing the news, and I should add one more thing. Why is all this going into open access? Why is no one ashamed of this? Why is the budget being stolen without a glance? No one is trying to disguise something in any way. The answer is simple - they don't give a damn what people think. They are satisfied only with what they get.",1,0
381,1270,2023-06-20,"Today, right on everyone for the awards, let's first of all the law on the veterans of hostilities. It says, ""Faces who signed contracts with organizations that assist in the implementation of the task of the Air Force."" If the ChVK Wagner did not assist in the implementation of the task of the Air Force, then give me some document and officially tell me about it. And we will write everywhere, ""ChVK Wagner did not assist in the implementation of the tasks of the Air Force."" Then the big question is who assisted. And the second, as for the awards, those who perform some tasks, they are served by the Ministry of Defense or not, they receive awards. Moreover, the fighters of ChVK Wagner receive exclusively awards that anyone can receive. This is the Order of Courage, the Medal of Courage. No one is given awards that are special for the military. This is what the award system of Russia is for. And therefore, there is no need to talk, and the military analysts need to go to the trenches, stay first, and then tell fairy tales. We have Naftalinov and Dedushka every year in line, as they are ordered, they receive medals for having been loyal to the regime. And the fighters who fight, they must be the first to receive these awards, and then all the rest. And I can not help but add that today the head of the DPR, Pushilin, awarded the fighters of ChVK Wagner for the first time medals for the capture of Artemovsk. Therefore, a special gratitude to him. Thank you. From the guys, thank you.",1,0
377,1266,2023-06-20,"Only the stars of the heroes of Russia have been awarded state awards for ""Bahmut"". The fighters, the main part of the fighters, have not been awarded anything. The lists are in the Ministry of Defense. According to the information, there are whims about their signing. Everyone has already forgotten that they fought and died there. In the same way as with the decision on the veterans of hostilities, the State Duma a few months ago passed a law in which it is stated in black and white that all volunteers are veterans of hostilities, are equated with servicemen. No decisions on this matter have been made. Still, the parquet generals share medals, medals and positions, hanging themselves with slings. Therefore, the answer to the question ""no, nothing has been received for ""Bahmut"""".",1,0
378,1267,2023-06-20,"In the ChVK ""Wagner"" in the winter of this year and in the fall of the winter of the past, a large number of people fought for the place of deprivation of freedom. The so-called ""kashniks"" - prisoners who fought in exchange for pardoning. Someone died, someone survived. Those who survived returned home. Whatever they did, whatever evil they did, they paid for their guilt by dying. And therefore, do not dance on your bones. This is my opinion. In the face of the question ""was he killed or not, served or not"", the press service will not give answers. And remember the main thing - if they had not died, your children would have died. Imagine your children lying in the coffin and make a decision whether they like it or not that they fought and died.",0,0
382,1271,2023-06-21,"In order to manage the Air Force, there is no need to have military experience, you need to go through preparation. But the experience of using the Air Force would be nice to have, so we are collecting gamers who can benefit their country.",0,0
383,1272,2023-06-21,"I can not comment on the offensive of the USSR. I can say what is happening today on the line of contact. We have five houses under the enemy. The northern part of the Rabotino under the enemy. The Urazhaina under the enemy. And this says that the enemy has been given huge pieces. Further, over Takmak in the village of Sadov is the enemy. And God forbid, if this is a single group of 50-100 people. But there is no control, no weapons, no ammunition. Soldiers all day long write letters that they need shells, they need anti-tank weapons, they need grenades and armored ammunition. And so we have again the world is divided into two realities. In one place, in a horde of all, so that no one knew, so that not a single military corps did not get there, any information is jammed and the enemy goes to the side of the milk port. If he goes to the milk port, then most of the territory that was captured during the so-called SO will be returned to the enemy. The enemy begins to force Dnipro. In the first port, the first DRG appear, and today, regular troops. And all this is completely hidden from everyone. Russia will wake up one day and find out that Crimea is already given to the Ukrainians. This is a direct betrayal of the interests of the Russian Federation. And all this happens against the background of losses. Troops must be replenished. A soldier cannot fight alone, he cannot fight when the lack of personnel is 50-60%. He can not stand alone on the strike, on which there must be two or three. All these numbers are carefully hidden. All that is done today by the leadership of the special operations is a fabrication of facts in order to convey beautiful reports to Moscow. And God forbid that they are already used to deceive the Supreme Commander-in-Chief, they mislead the Russian people. And if it continues, we will be without the main thing - without Russia. Yesterday, June 20, there was a meeting of the Ministry of Defense, which was the main two issues. This is the exhibition ""Army 2023"", the main organizers of which are the wife and daughter of the Minister of Defense Shoigu, as well as the naval parade. In order to hold a naval parade, you need to get Moscow from the bottom of the Black Sea, which you shamefully drowned, bastards, along with Russian sailors. This is how the attack on the Russian Federation is taking place today. And what applause. And the next question is what price we spend this special operation, the price of total destruction of the army. For what? For some Schwander to get a Marshal's star, for the members of his family to be untouchable, for him to draw himself and all sorts of crooks on the frescoes in the temple of the Ministry of Defense. Counter-offensive in the Air Force brings us serious problems and losses, which are silenced, which the Russian people do not know. When trouble comes, I repeat, we can be without the army and without Russia.",1,0
384,1273,2023-06-21,I think I said it clearly. What we are told on air about the counteroffensive of the USSR does not correspond to reality. Look at the maps that are on the Internet and at the evidence where and what they took from the USSR. These are large territories that we have lost. We have no right to do this.,1,0
385,1274,2023-06-22,"I explain why the losses are falling. Because the president is being carried by a total shameless bullshit. When we took Bakhmut, we let all the military personnel there. You remember this well. In order for them to see the real situation and no one ever told about the thousands of destroyed tanks and armored vehicles. It's just a bullshit. No one is allowed there, nothing is shown. It is because there are colossal problems. The approach of the Shoygu and Gerasimov is simple. The lie must be monstrous to be believed in. This is what they do.",0,1
386,1275,2023-06-22,"I explain. At the moment, there are very serious losses on the front. The number of soldiers in the units is decreasing. If earlier the company performed the task with the strength of 100 people, now it is 50 or 60. When the number of personnel falls, then, of course, the death of the soldiers increases. Therefore, people must be prepared. To do this, they must be mobilized and prepared. If there is no option to stop the war and surrender of our territories, because otherwise it simply cannot be stopped.",1,0
387,1276,2023-06-22,"We have long been without the red line. Only brown stripes on the panties remained. Every time the enemy strikes on our territory, they tell the story that there was a night strike by missiles. As a rule, they hit the transformers, without damaging the enemy. And so why is it possible for the enemy to strike on Russian territory? Because the Ministry of Defense does not care about victory. Everyone is only interested in the possibility of maintaining their position as long as possible, so that there is no responsibility for what they did during the SVO. Therefore, no one will give any answers. This will be again a PR campaign with the story that the transformer substation was destroyed, which was the center of decision-making by the local electricians. And so that everyone can live in peace, tomorrow they will tell you a story about the next thousand leopards that were destroyed, but no one saw them.",1,0
388,1277,2023-06-22,"I believe that the first thing society needs is to stop lying. The second is to stop double standards. The third is to stop racketeering, when the business takes what it owns to give it to another oligarch, whose yacht should be 10 meters longer, and it became shorter due to the sanctions. The fourth is to stop speculating on the patriotic feelings of the citizens, and in fact to steal your country. And the fifth is to return justice to people. They have long forgotten this word.",0,0
401,1292,2023-06-23,"-Just now, the chief of General Staff gave an order to raise the planes, and open fire on the columns, which are moving among the peaceful vehicles, among the trucks. -It doesn't matter to him who to kill. They have been killing their own peaceful citizens for 1,5 years, instead of fighting with the enemy. -I want to say 'thank you' to the pilots, who, as we just learned, refused to perform criminal orders.",1,0
400,1291,2023-06-23,"-The current situation. Today, a missile strike was delivered on us. -After that, helicopters were fired. After that, artillery. -The command was coming from the chief of General Staff, about destruction of ChVK 'Wagner'. -After the meeting with the defense minister Shaigu, on which they made this decision. -To destroy the disobedient units, which are ready to protect their motherland, but they have no ass! -At the moment, we have crossed all the places of the state borders. -Border guards were going out to meet us, and were hugging our fighters. -Now, we are entering Rostov. -The defense ministry's units, or rather, the 'convicts', who were thrown to block our way, have moved aside. -We are not fighting with children! We are not killing children! -Shaigu is killing children, throwing uneducated soldiers, including convicts, to war! -He put 18 year old boys against us! -Not only children, but all of them! And their grandchildren are good for it! -That's why, these guys are going to live, and return to their mothers! -We are fighting only with professionals! -But if someone will stand in our way, we are going to destroy everything, that is going to stand in our way! -We are reaching out our hand to everyone! -We don't need to spit in this hand! -We are going further! We are going to the end! -When you are making statements, about arrests, it is brotherhood! It is justice! It is honor! It is conscience! -It is what we have! And when you are making statements, you don't have these feelings! -You have destroyed these feelings! -That's why, you can not understand anything, except treason!",1,0
399,1290,2023-06-23,"-Most of military are supporting us, with passion! -We are receiving messages, saying 'Thank you, guys! Finally, justice will come to the army!' -'Finally, you are going to achieve, so we are given ammunition, and so we are not thrown on the ground!' -Just now, we received information, that in Rostov morgue, defense minister ordered to hide 2.000 bodies! -That are being kept there, so as not to show losses!",0,0
398,1289,2023-06-23,-This is not a military coup! This is a march of justice! -Our actions are not in any way interfering with the troops! [applause],0,0
397,1288,2023-06-23,"-Details are starting to appear! The defense minister came to Rostov on purpose, in order to conduct an operation to destroy the ChVK ""Wagner"". -He was using artillerists and helicopters pilots in the dark, in order to destroy us!",0,1
396,1287,2023-06-23,"-We are 25.000 people, and we are going to figure out, why there is a chaos in the country! -25.000 people are waiting, like a tactical reserve! And a strategic reserve is the whole army and the whole country! -Everyone who wants, join us! We must end this disgrace!",1,0
391,1281,2023-06-23,"I think if you ask ""Does Litroshev know?"" I will send this request to him and he will answer.",0,0
394,1285,2023-06-23,"The Soviet commander Vagner decided that the evil that the military leadership is carrying out should be established. They are neglecting the lives of the soldiers. They have forgotten the word ""justice"" and we will return it. Therefore, those who have destroyed our guys today, those who have destroyed tens, many tens of thousands of lives of Russian soldiers, will be punished. I ask you not to resist anyone. Those who will try to resist, we will consider it a threat and destroy immediately, including any checkpoints on our way, any aviation that we see over our heads. I ask everyone to remain calm, not to succumb to provocations, to stay in their homes. It is advisable not to go out on the route of our investigation. After we finish what we started, we will return to the front to protect our Motherland. The presidential authorities, the government, the Ministry of Internal Affairs, the Russian Guard and other structures will continue to work in the usual order. We will deal with those who destroy Russian soldiers and return to the front. The justice of the troops will be restored, and after that justice for all of Russia. Thank you for watching!",1,0
393,1284,2023-06-23,"We died on Bakhmut defending the honor of Russia and the Russian army. We were treacherously deceived and tried to deprive us of the opportunity to defend our homes and disperse the ChVK ""Wagner"". We were ready to go to the Ministry of Defense's concessions, to surrender our weapons and to find a solution on how we will continue to defend our country. But these scum did not calm down. Today, seeing that we are not broken, they made rockets on our rear camps. A huge number of our fighters, our comrades in arms, died. We will make a decision on how to respond to this villainy. The next step is ours!",1,0
392,1283,2023-06-23,"Yes, these are the same statements on Gerasimov and Shoigu, in which they must bear responsibility for the genocide of the Russian people, the murder of tens of thousands of Russian citizens and the transfer of Russian territories to the enemy. Moreover, the transfer of the intentional, just like the murder of Russian citizens and genocide. The Ushuaigu genocide is a national sign.",0,1
390,1280,2023-06-23,"To win Russia you need to stop lying, stop stealing and stop thinking only about your own well-being and your own places. And to think about the soldiers, about their lives. The army will end, Russia will end. Now the army is being thrown without ammunition on the ground. Therefore, three things - do not lie, do not steal, take care of the soldiers.",1,0
389,1278,2023-06-23,"The army is not given ammunition because the leadership of the Ministry of Defense believes that the life of a soldier is much cheaper than ammunition. This is the first thing. Secondly, because they believe that they will need ammunition when it will be necessary to defend Moscow. And therefore, all the warehouses near Moscow are breaking from these shells. And the army is starving for ammunition. When you see the video that the Ministry of Defense is making, it is only a demonstration so that everyone calms down and does not touch them and does not criticize.",1,0
395,1286,2023-06-23,"-Shoygu was just running cowardly from Rostov! -At 21.00 he was running, cowardly, like a woman, in order not to explain, why he was raising helicopters to destroy our guys, why he was making rocket strikes! -This creature will be stopped! Bye!",0,1
405,1296,2023-06-24,"The battles take place in places where the military leadership gives false information to the soldiers and therefore clashes occur. Where the soldiers meet us, the Russian Guard and the militia, they wave their hands and many of them say, ""We want to go with you."" There are already 60-70 people who joined us, although we have come a long way. I think half of the army is ready to go with us.",1,0
404,1295,2023-06-24,"On the Moscow highway, one of the assault squads was shelled by helicopters. The Chevakov Agner units are all intact. The helicopter is destroyed and is burning in the forest. I warn you all again, we will perceive it as a threat and destroy everything around. We will not be destroyed. We have a goal. We are ready to die. All 25,000, and after that another 25,000. Because we are dying for our Motherland. We are dying for the Russian people, who must be freed from those people who beat the civilians, who were killed just in Rostov by helicopters. One pilot, with the support of the FSB, refused to fly and deliver strikes.",0,0
406,1298,2023-06-24,"The president was deeply mistaken about the betrayal of the Motherland. We are patriots of our Motherland. We fought and we are fighting. All the fighters of ChVK Wagner. And no one is going to come with a confession, at the request of the President of the FSB or someone else. Because we do not want the country to live on in corruption, deception and bureaucracy. When we fought in Africa, we were told that we needed Africa, and after that it was abandoned, because all the money that had to go to help was stolen. When we were told that we were fighting with Ukraine, we went and fought. But it turned out that ammunition, weapons, all the money that was supposed to be spent on them, are also being stolen. And the servants are sitting, saving them for themselves, just for the case that has come today, when someone goes to Moscow. Now they do not save anything. They hit by planes and helicopters, along the columns where the mortar is going. At the same time, they hit the mortar, because they do not hit. And they hit where it hit. Therefore, we are patriots. And those who oppose us today are those who have gathered around the bastards. -",1,0
402,1293,2023-06-24,"The Chief of General Staff is not calm. It's a mistake of any African dictator to strike at the residential areas. Right now there are two airborne aircrafts, number 523 and 546, which are trying to strike. Remember, guys, your Motherland won't forgive you for striking on its territory. We need to show courage and strike on the enemy's territory, when our infantry is moving. Therefore, the assumptions that say that we are preventing someone from fighting on the front are just assumptions. We are not preventing anyone. We are preventing the criminals who have destroyed about a hundred thousand Russian soldiers, Gerasimov and Shaigu!",0,1
403,1294,2023-06-24,The helicopter that just opened fire on the civilian column was shot down by the Chevakov Agner units. Bye!,0,0
